order_no,order_date,customer_name,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,ship_date,cost_price,retail_price,profit_margin,order_quantity,sub_total,discount_pct,discount_amt,order_total,shipping_cost,year,month,quarter,ship_delay_days,unit_margin,gross_profit_estimate,discount_pct_decimal,discount_band
5286-1,2015-12-31,Matt Collister,Sydney,NSW,Small Business,Natasha Song,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2016-01-01,21.56,36.55,14.99,39,1059.89,8.0,515.99,901.98,13.89,2015,12,4,1,14.99,584.61,0.08,Medium
5286-1,2013-07-22,Rick Hansen,Sydney,NSW,Corporate,Nicholas Fernandes,High,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-07-23,1.84,2.88,1.04,43,61.98,9.0,0.33,52.66,0.99,2013,7,3,1,1.04,44.72,0.09,Medium
5286-1,2013-07-30,Corinna Mitchell,Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan 48 Labels,Furniture,Small Pack,Regular Air,2013-07-31,3.84,6.3,2.46,31,227.6,3.0,5.66,223.16,0.5,2013,7,3,1,2.46,76.26,0.03,Low
5286-1,2014-01-13,Ashley Jarboe,Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,2014-01-18,13.64,20.98,7.34,17,627.62,9.0,422.16,536.02,1.49,2014,1,1,5,7.34,124.78,0.09,Medium
5286-1,2013-03-11,Art Foster,Sydney,NSW,Corporate,Stevie Bacata,Low,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2013-03-13,3.4,5.4,2.0,19,133.94,0.0,4.6,134.94,7.78,2013,3,1,2,2.0,38.0,0.0,No Discount
5287-1,2014-02-22,Amy Cox,Sydney,NSW,Home Office,Aanya Zhang,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2014-02-23,5.33,8.6,3.27,37,460.42,4.0,14.04,444.28,6.19,2014,2,1,1,3.27,120.99,0.04,Low
5288-1,2013-07-10,Julie Kriz,Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Pack,Regular Air,2013-07-10,1.76,3.38,1.62,49,121.0,2.0,3.76,219.56,0.85,2013,7,3,0,1.62,79.38,0.02,Low
5288-1,2014-09-27,Anthony Johnson,Sydney,NSW,Home Office,Aanya Zhang,High,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,2014-09-29,377.99,599.99,222.0,23,12049.75,1.0,121.0,11184.75,24.49,2014,9,3,2,222.0,5106.0,0.01,Low
5288-1,2014-12-01,Ritsa Hightower,Sydney,NSW,Consumer,Natasha Song,Low,Smiths File Caddy,Technology,Small Box,Regular Air,2014-12-05,4.03,9.38,5.35,26,236.5,1.0,16.54,226.5,7.28,2014,12,4,4,5.35,139.1,0.01,Low
5288-1,2013-08-07,Alex Grayson,Sydney,NSW,Consumer,Radhya Staples,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2013-08-09,5.33,8.6,3.27,30,272.7,1.0,8.68,227.52,6.19,2013,8,3,2,3.27,98.1,0.01,Low
5290-1,2013-10-28,Toby Knight,Melbourne,VIC,Home Office,Connor Betts,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Box,Express Air,2013-10-29,1.87,8.12,6.25,6,300.44,10.0,0.0,300.44,2.83,2013,10,4,1,6.25,37.5,0.1,Medium
5290-1,2013-06-26,Roy Collins,Sydney,NSW,Consumer,Natasha Song,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2013-06-27,3.32,5.18,1.86,31,136.02,9.0,3.06,125.86,2.04,2013,6,2,1,1.86,57.66,0.09,Medium
5290-1,2013-10-28,Toby Knight,Melbourne,VIC,Home Office,Connor Betts,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2013-10-29,1.87,8.12,6.25,28,300.44,4.0,0.0,300.44,2.83,2013,10,4,1,6.25,175.0,0.04,Low
5290-1,2013-10-28,Toby Knight,Melbourne,VIC,Corporate,Yvette Biti,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2013-10-29,1.87,8.12,6.25,50,300.44,9.0,0.0,300.44,2.83,2013,10,4,1,6.25,312.5,0.09,Medium
5290-1,2013-11-02,Eugene Hildebrand,Melbourne,VIC,Small Business,Connor Betts,Not Specified,PastelOcean Color Pencil Set,Office Supplies,Small Pack,Regular Air,2013-11-03,11.11,19.84,8.73,18,328.6,2.0,13.14,315.36,4.1,2013,11,4,1,8.73,157.14,0.02,Low
5290-1,2013-02-26,Natalie Webber,Sydney,NSW,Corporate,Phoebe Gour,High,"Laser Neon Mac Format Diskettes, 10/Pack",Furniture,Small Pack,Regular Air,2013-02-26,1.87,8.12,6.25,37,300.44,9.0,0.0,300.44,2.83,2013,2,1,0,6.25,231.25,0.09,Medium
5290-1,2013-10-28,Toby Knight,Melbourne,VIC,Consumer,Connor Betts,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2013-10-29,1.87,8.12,6.25,27,300.44,7.0,0.0,300.44,2.83,2013,10,4,1,6.25,168.75,0.07,Medium
5290-1,2015-12-04,Lindsay Castell,Sydney,NSW,Home Office,Nicholas Fernandes,Low,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,2015-12-05,84.22,210.55,126.33,37,842.2,9.0,42.11,800.07,9.99,2015,12,4,1,126.33,4674.21,0.09,Medium
5290-1,2013-05-26,Thomas Boland,Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Express Air,2013-05-26,5.33,8.6,3.27,28,261.2,4.0,25.11,236.09,6.19,2013,5,2,0,3.27,91.56,0.04,Low
5291-1,2014-06-08,John Lee,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,2014-06-10,18.38,29.17,10.79,18,156.72,10.0,5.54,146.12,6.27,2014,6,2,2,10.79,194.22,0.1,Medium
5291-1,2013-05-07,Grant Carroll,Sydney,NSW,Home Office,Aanya Zhang,Critical,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,2013-05-09,3.65,5.98,2.33,16,205.59,3.0,17.25,189.14,1.49,2013,5,2,2,2.33,37.28,0.03,Low
5291-1,2013-09-04,Darrin Martin,Melbourne,VIC,Consumer,Yvette Biti,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-09-06,54.29,90.48,36.19,8,437.62,5.0,14.32,434.62,19.99,2013,9,3,2,36.19,289.52,0.05,Low
5292-1,2013-07-10,Craig Carroll,Melbourne,VIC,Small Business,Connor Betts,Critical,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-07-13,1.6,2.62,1.02,15,16.88,5.0,1.09,16.1,0.8,2013,7,3,3,1.02,15.3,0.05,Low
5292-1,2013-10-29,Sung Chung,Sydney,NSW,Consumer,Samantha Chairs,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013-10-30,1.94,3.08,1.14,23,126.28,9.0,5.05,121.23,0.99,2013,10,4,1,1.14,26.22,0.09,Medium
5292-1,2014-11-02,Lindsay Shagiari,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2014-11-04,4.79,11.97,7.18,41,245.46,2.0,14.45,225.33,5.81,2014,11,4,2,7.18,294.38,0.02,Low
5292-1,2013-10-29,Sung Chung,Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-10-30,1.94,3.08,1.14,33,126.28,9.0,5.05,121.23,0.99,2013,10,4,1,1.14,37.62,0.09,Medium
5292-1,2013-10-29,Sung Chung,Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-10-30,1.94,3.08,1.14,32,126.28,10.0,5.05,121.23,0.99,2013,10,4,1,1.14,36.48,0.1,Medium
5292-1,2013-10-29,Sung Chung,Sydney,NSW,Consumer,Samantha Chairs,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-10-30,1.94,3.08,1.14,4,126.28,4.0,5.05,121.23,0.99,2013,10,4,1,1.14,4.56,0.04,Low
5292-1,2013-12-16,Henry Goldwyn,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013-12-19,1.94,3.08,1.14,40,126.73,3.0,12.28,121.74,0.99,2013,12,4,3,1.14,45.6,0.03,Low
5292-1,2014-10-04,Eric Barreto,Sydney,NSW,Corporate,Phoebe Gour,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2014-10-02,1.19,1.98,0.79,16,43.2,10.0,0.0,43.2,4.77,2014,10,4,-2,0.79,12.64,0.1,Medium
5292-1,2013-10-29,Sung Chung,Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013-10-30,1.94,3.08,1.14,25,126.28,10.0,5.05,121.23,0.99,2013,10,4,1,1.14,28.5,0.1,Medium
5292-1,2014-02-12,Julie Prescott,Sydney,NSW,Corporate,Natasha Song,High,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2014-02-13,3.14,4.91,1.77,4,43.2,9.0,4.09,43.39,0.5,2014,2,1,1,1.77,7.08,0.09,Medium
5292-1,2014-09-28,Giulietta Baptist,Sydney,NSW,Corporate,Tina Carlton,Low,OIC Bulk Pack Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-09-29,3.95,6.08,2.13,32,141.68,10.0,5.67,137.02,1.82,2014,9,3,1,2.13,68.16,0.1,Medium
5293-1,2014-06-15,Toby Swindell,Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan 481 Labels,Office Supplies,Small Pack,Regular Air,2014-06-15,1.94,3.08,1.14,22,13.76,2.0,1.28,12.34,0.99,2014,6,2,0,1.14,25.08,0.02,Low
5293-1,2013-08-12,Stra Carroll,Sydney,NSW,Home Office,Natasha Song,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2013-08-14,13.64,20.98,7.34,18,830.16,5.0,26.56,735.04,1.49,2013,8,3,2,7.34,132.12,0.05,Low
5293-1,2014-08-05,Ed Ludwig,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014-08-07,2.5,5.68,3.18,18,212.4,10.0,6.73,123.13,3.6,2014,8,3,2,3.18,57.24,0.1,Medium
5294-1,2014-02-24,Pauline Chand,Sydney,NSW,Consumer,Samantha Chairs,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Pack,Regular Air,2014-02-26,56.16,136.98,80.82,26,1218.08,8.0,10.36,1269.15,24.49,2014,2,1,2,80.82,2101.32,0.08,Medium
5294-1,2013-11-01,Kristina Nunn,Sydney,NSW,Corporate,Mihael Khan,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2013-11-02,1.87,8.12,6.25,34,129.92,6.0,3.9,126.02,2.83,2013,11,4,1,6.25,212.5,0.06,Medium
5294-1,2013-11-01,Kristina Nunn,Sydney,NSW,Consumer,Mihael Khan,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Express Air,2013-11-02,1.87,8.12,6.25,32,129.92,10.0,3.9,126.02,2.83,2013,11,4,1,6.25,200.0,0.1,Medium
5294-1,2014-02-07,Logan Haushalter,Melbourne,VIC,Small Business,Yvette Biti,Medium,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Regular Air,2014-02-16,4.59,7.28,2.69,26,233.84,3.0,2.09,226.03,11.15,2014,2,1,9,2.69,69.94,0.03,Low
5294-1,2013-11-01,Kristina Nunn,Sydney,NSW,Corporate,Mihael Khan,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Furniture,Small Pack,Regular Air,2013-11-02,1.87,8.12,6.25,8,129.92,10.0,3.9,126.02,2.83,2013,11,4,1,6.25,50.0,0.1,Medium
5294-1,2015-03-31,Paul Prost,Sydney,NSW,Home Office,Phoebe Gour,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2015-03-31,3.42,8.34,4.92,10,228.46,1.0,12.45,219.11,2.64,2015,3,1,0,4.92,49.2,0.01,Low
5294-1,2014-09-10,Benjamin Farhat,Sydney,NSW,Corporate,Tina Carlton,Low,Alto Memo Cubes,Technology,Small Box,Regular Air,2014-09-12,3.32,5.18,1.86,34,145.6,10.0,15.56,133.04,2.04,2014,9,3,2,1.86,63.24,0.1,Medium
5294-1,2013-03-16,Christina Vanderzanden,Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013-03-20,2.74,4.49,1.75,34,130.56,3.0,9.06,127.22,1.49,2013,3,1,4,1.75,59.5,0.03,Low
5294-1,2013-12-05,Trudy Brown,Melbourne,VIC,Small Business,Connor Betts,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-12-07,32.02,152.48,120.46,49,2255.64,7.0,120.68,2206.95,4.0,2013,12,4,2,120.46,5902.54,0.07,Medium
5295-1,2014-02-24,Chad McGuire,Sydney,NSW,Small Business,Samantha Chairs,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2014-02-25,4.59,7.28,2.69,41,366.02,6.0,0.0,356.12,11.15,2014,2,1,1,2.69,110.29,0.06,Medium
5295-1,2014-06-25,Nora Paige,Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2014-06-25,2.45,3.89,1.44,13,127.08,4.0,11.58,117.48,7.01,2014,6,2,0,1.44,18.72,0.04,Low
5296-1,2014-11-30,Lena Creighton,Sydney,NSW,Consumer,Samantha Chairs,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2014-12-02,5.19,12.98,7.79,27,273.3,7.0,8.2,265.3,3.14,2014,11,4,2,7.79,210.33,0.07,Medium
5297-1,2013-09-03,Rob Haberlin,Melbourne,VIC,Small Business,Connor Betts,Low,Artisan 479 Labels,Technology,Small Box,Regular Air,2013-09-05,1.59,2.61,1.02,17,22.44,4.0,2.21,22.08,0.5,2013,9,3,2,1.02,17.34,0.04,Low
5297-1,2015-04-25,Peter McVee,Melbourne,VIC,Corporate,Connor Betts,Critical,Pizazz Drawing Pencil Set,Furniture,Large Box,Regular Air,2015-04-27,1.53,2.78,1.25,44,44.7,8.0,3.46,43.34,1.34,2015,4,2,2,1.25,55.0,0.08,Medium
5297-1,2013-05-19,Grant Carroll,Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013-05-20,1.94,3.08,1.14,23,118.28,7.0,5.85,121.27,0.99,2013,5,2,1,1.14,26.22,0.07,Medium
5297-1,2013-10-20,Tone Sayre,Sydney,NSW,Corporate,Samantha Chairs,Critical,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2013-10-22,0.94,2.08,1.14,19,93.6,0.0,0.0,93.6,2.56,2013,10,4,2,1.14,21.66,0.0,No Discount
5297-1,2015-03-24,Brad Norvell,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-03-25,1.59,2.61,1.02,27,49.2,8.0,0.0,45.2,0.5,2015,3,1,1,1.02,27.54,0.08,Medium
5297-1,2014-09-29,Christopher Martinez,Sydney,NSW,Consumer,Tina Carlton,High,Smiths Metal Binder Clips,Technology,Large Box,Regular Air,2014-09-29,1.6,2.62,1.02,46,95.6,7.0,0.0,95.6,0.8,2014,9,3,0,1.02,46.92,0.07,Medium
5297-1,2015-01-22,Bill Donatelli,Sydney,NSW,Small Business,Phoebe Gour,High,Apex Straight Scissors,Technology,Small Box,Express Air,2015-01-24,5.19,12.98,7.79,31,899.1,3.0,53.95,825.11,3.14,2015,1,1,2,7.79,241.49,0.03,Low
5298-1,2013-02-22,Gen Letin,Sydney,NSW,Consumer,Samantha Chairs,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Pack,Regular Air,2013-02-23,4.53,7.3,2.77,33,128.08,5.0,11.62,127.52,7.72,2013,2,1,1,2.77,91.41,0.05,Low
5299-1,2013-11-07,Tony Molinari,Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan 478 Labels,Furniture,Small Pack,Regular Air,2013-11-09,3.14,2.88,0.7,4,154.98,7.0,6.2,148.78,0.49,2013,11,4,2,-0.26,-1.04,0.07,Medium
5299-1,2016-11-22,Becky Pak,Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-11-27,2.29,3.69,1.4,8,128.38,2.0,7.85,115.61,0.5,2016,11,4,5,1.4,11.2,0.02,Low
5299-1,2013-11-05,Victoria Pisteka,Sydney,NSW,Small Business,Natasha Song,Critical,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2013-11-07,2.29,3.69,1.4,37,154.98,10.0,6.2,148.78,0.5,2013,11,4,2,1.4,51.8,0.1,Medium
5299-1,2014-01-14,Toby Carlisle,Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2014-01-16,2.29,3.69,1.4,32,157.98,1.0,6.8,148.78,0.5,2014,1,1,2,1.4,44.8,0.01,Low
5299-1,2013-07-24,Karl Brown,Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2013-07-26,14.95,34.76,19.81,25,136.32,0.0,7.35,125.17,8.22,2013,7,3,2,19.81,495.25,0.0,No Discount
5299-1,2013-08-20,Jennifer Patt,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2013-08-22,2.5,5.68,3.18,23,236.29,1.0,2.69,243.69,3.6,2013,8,3,2,3.18,73.14,0.01,Low
5300-1,2013-08-29,John Castell,Sydney,NSW,Small Business,Natasha Song,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,2013-08-30,0.93,1.6,0.67,35,92.37,4.0,1.95,96.39,1.29,2013,8,3,1,0.67,23.45,0.04,Low
5300-1,2014-11-26,Maurice Satty,Sydney,NSW,Consumer,Tina Carlton,High,Binding Machine Supplies,Technology,Small Pack,Regular Air,2014-11-28,18.38,29.17,10.79,32,62.3,8.0,6.69,68.19,6.27,2014,11,4,2,10.79,345.28,0.08,Medium
5301-1,2015-04-27,Greg Tran,Melbourne,VIC,Consumer,Connor Betts,High,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,2015-04-28,42.11,80.98,38.87,13,149.22,4.0,4.49,144.11,7.18,2015,4,2,1,38.87,505.31,0.04,Low
5302-1,2013-11-07,Dennis Kane,Sydney,NSW,Corporate,Natasha Song,Medium,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,2013-11-08,3.75,7.08,3.33,14,205.32,5.0,14.37,190.95,2.35,2013,11,4,1,3.33,46.62,0.05,Low
5302-1,2014-12-10,Bart Watters,Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2014-12-11,1.53,2.78,1.25,49,87.2,9.0,4.77,85.99,1.34,2014,12,4,1,1.25,61.25,0.09,Medium
5302-1,2013-11-07,Dennis Kane,Sydney,NSW,Consumer,Natasha Song,Not Specified,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-11-08,3.75,7.08,3.33,14,205.32,9.0,14.37,190.95,2.35,2013,11,4,1,3.33,46.62,0.09,Medium
5302-1,2013-07-17,Pauline Webber,Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Round Ring Poly Binders,Office Supplies,Small Pack,Regular Air,2013-07-17,1.82,2.84,1.02,23,62.24,1.0,6.39,58.13,5.44,2013,7,3,0,1.02,23.46,0.01,Low
5302-1,2014-10-17,Sam Craven,Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Durable Binders,Office Supplies,Wrap Bag,Regular Air,2014-10-19,1.84,2.88,1.04,22,76.9,9.0,0.76,70.16,1.49,2014,10,4,2,1.04,22.88,0.09,Medium
5302-1,2013-11-07,Dennis Kane,Sydney,NSW,Home Office,Samantha Chairs,Low,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-11-08,3.75,7.08,3.33,32,205.32,10.0,14.37,190.95,2.35,2013,11,4,1,3.33,106.56,0.1,Medium
5302-1,2015-03-17,Miklet Nandell,Melbourne,VIC,Small Business,Yvette Biti,Critical,Steady Major Accent Highlighters,Technology,Medium Box,Regular Air,2015-03-17,3.75,7.08,3.33,2,205.32,8.0,14.47,190.95,2.35,2015,3,1,0,3.33,6.66,0.08,Medium
5302-1,2013-11-02,Eugene Hildebrand,Melbourne,VIC,Consumer,Yvette Biti,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2013-11-03,3.75,7.08,3.33,42,205.32,2.0,14.37,190.95,2.35,2013,11,4,1,3.33,139.86,0.02,Low
5302-1,2013-11-02,Eugene Hildebrand,Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Major Accent Highlighters,Office Supplies,Small Pack,Regular Air,2013-11-03,3.75,7.08,3.33,14,205.32,0.0,14.37,190.95,2.35,2013,11,4,1,3.33,46.62,0.0,No Discount
5302-1,2013-11-07,Dennis Kane,Sydney,NSW,Home Office,Samantha Chairs,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-11-08,3.75,7.08,3.33,39,205.32,1.0,14.37,190.95,2.35,2013,11,4,1,3.33,129.87,0.01,Low
5302-1,2013-07-18,Ben Wallace,Melbourne,VIC,Home Office,Connor Betts,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Pack,Regular Air,2013-07-20,4.59,7.28,2.69,49,155.35,7.0,0.0,154.92,11.15,2013,7,3,2,2.69,131.81,0.07,Medium
5302-1,2013-02-22,Toby Swindell,Sydney,NSW,Corporate,Leighton Forrest,Low,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-02-23,156.5,300.97,144.47,12,1203.92,4.0,62.04,1079.69,7.18,2013,2,1,1,144.47,1733.64,0.04,Low
5302-1,2013-11-07,Dennis Kane,Sydney,NSW,Corporate,Tina Carlton,High,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2013-11-08,3.75,7.08,3.33,9,205.32,3.0,14.37,190.95,2.35,2013,11,4,1,3.33,29.97,0.03,Low
5303-1,2013-08-11,Valerie Dominguez,Sydney,NSW,Consumer,Tina Carlton,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2013-08-13,1.59,2.61,1.02,19,23.86,1.0,2.23,21.86,0.5,2013,8,3,2,1.02,19.38,0.01,Low
5303-1,2015-02-18,Sandra Glassco,Melbourne,VIC,Home Office,Connor Betts,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2015-02-19,3.32,5.18,1.86,8,41.34,9.0,4.27,38.95,2.04,2015,2,1,1,1.86,14.88,0.09,Medium
5303-1,2015-08-31,Larry Hughes,Melbourne,VIC,Consumer,Yvette Biti,High,Alto Memo Cubes,Furniture,Small Pack,Express Air,2015-09-01,3.32,5.18,1.86,32,41.44,8.0,4.43,38.95,2.04,2015,8,3,1,1.86,59.52,0.08,Medium
5303-1,2013-12-29,Christy Brittain,Sydney,NSW,Small Business,Mihael Khan,High,Cando PC940 Copier,Office Supplies,Small Box,Express Air,2013-12-30,278.99,449.99,171.0,31,110.98,3.0,11.0,99.08,49.0,2013,12,4,1,171.0,5301.0,0.03,Low
5303-1,2015-11-03,Sheri Gordon,Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2015-11-04,1.59,2.61,1.02,43,203.62,5.0,12.04,191.62,0.5,2015,11,4,1,1.02,43.86,0.05,Low
5303-1,2013-10-21,Darrin Sayre,Sydney,NSW,Corporate,Phoebe Gour,Medium,Bagged Rubber Bands,Office Supplies,Small Pack,Regular Air,2013-10-23,0.24,1.26,1.02,8,236.3,3.0,0.0,25.99,0.7,2013,10,4,2,1.02,8.16,0.03,Low
5304-1,2014-09-07,Eugene Moren,Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-09-07,1.18,1.88,0.7,18,114.68,10.0,8.88,106.09,1.49,2014,9,3,0,0.7,12.6,0.1,Medium
5304-1,2016-04-13,Denny Joy,Melbourne,VIC,Corporate,Connor Betts,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-04-15,4.46,10.89,6.43,7,41.98,10.0,0.45,41.56,4.5,2016,4,2,2,6.43,45.01,0.1,Medium
5304-1,2015-02-03,Alex Russell,Melbourne,VIC,Corporate,Connor Betts,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2015-02-05,13.88,22.38,8.5,8,482.77,4.0,48.28,434.49,15.1,2015,2,1,2,8.5,68.0,0.04,Low
5304-1,2013-04-21,Steve Carroll,Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-04-22,1.59,2.61,1.02,47,26.2,6.0,1.62,24.69,0.5,2013,4,2,1,1.02,47.94,0.06,Medium
5304-1,2015-05-24,Mike Gockenbach,Melbourne,VIC,Corporate,Connor Betts,High,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,2015-05-28,377.99,599.99,222.0,6,3644.9,1.0,0.0,3647.68,24.49,2015,5,2,4,222.0,1332.0,0.01,Low
5304-1,2015-07-14,Laurien Vistorini,Sydney,NSW,Home Office,Tina Carlton,High,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,2015-07-19,13.64,20.98,7.34,26,359.92,7.0,10.08,353.36,1.49,2015,7,3,5,7.34,190.84,0.07,Medium
5304-1,2015-05-04,Pete Armstrong,Melbourne,VIC,Consumer,Connor Betts,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2015-05-06,16.8,40.97,24.17,19,417.28,1.0,22.58,421.8,8.99,2015,5,2,2,24.17,459.23,0.01,Low
5305-1,2016-09-28,Troy Staebel,Sydney,NSW,Home Office,Mihael Khan,Medium,Xit Blank Computer Paper,Office Supplies,Small Pack,Regular Air,2016-09-30,12.39,19.98,7.59,22,939.06,7.0,27.86,901.5,5.77,2016,9,3,2,7.59,166.98,0.07,Medium
5306-1,2013-08-11,Liz Willingham,Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-08-13,1.59,2.61,1.02,6,28.11,4.0,2.53,25.59,0.5,2013,8,3,2,1.02,6.12,0.04,Low
5306-1,2015-07-04,Roy Phan,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Colored Envelopes,Office Supplies,Small Box,Express Air,2015-07-05,2.25,3.69,1.44,9,63.36,0.0,3.37,62.89,2.5,2015,7,3,1,1.44,12.96,0.0,No Discount
